user,include,item list,len,without constraint
36,5319,"[4446, 4940]",2,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
36,5825,[],0,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
36,5006,"[266, 72, 505]",3,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
37,2320,[],0,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
37,4308,[983],1,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
37,5298,[],0,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
38,5298,[],0,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
38,4717,"[484, 1205, 586, 1142, 2301, 186]",6,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
38,8021,[],0,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
39,4623,[2540],1,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
39,4574,[1337],1,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
39,7470,[4470],1,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
40,3440,[],0,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
40,4253,"[109, 2973]",2,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
40,590,[],0,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
41,5966,[],0,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
41,2816,[1602],1,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
41,5180,[983],1,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
42,7655,"[708, 2086, 3713, 2831, 2694]",5,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
42,298,"[3144, 3424, 258]",3,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
42,6654,[258],1,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
43,2856,"[3810, 4955]",2,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
43,7470,[],0,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
43,2816,"[1197, 3990]",2,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
44,5825,[4207],1,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
44,2856,[],0,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
44,3440,[2],1,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
45,5185,[],0,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
45,6324,[],0,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
45,1093,"[2639, 4284]",2,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
46,4308,[],0,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
46,4253,[4804],1,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
46,5180,[1379],1,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
47,7367,[],0,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
47,1388,[186],1,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
47,6906,"[647, 1252, 2220, 2280, 3189, 2274, 2957, 2356, 3080]",9,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
48,1388,[3063],1,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
48,4253,[3501],1,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
48,6654,"[505, 4382]",2,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
49,3497,[2280],1,"['1601', '3078', '3102', '72', '4475', '953', '1023', '1715', '4940', '98', '4970', '109', '1084', '1650', '3115', '1055', '4590', '2280', '505', '2340', '3823', '532', '1984', '2251', '4215', '1012', '294', '789', '4005', '4570']"
49,1252,"[1715, 3115]",2,"['1601', '3078', '3102', '72', '4475', '953', '1023', '1715', '4940', '98', '4970', '109', '1084', '1650', '3115', '1055', '4590', '2280', '505', '2340', '3823', '532', '1984', '2251', '4215', '1012', '294', '789', '4005', '4570']"
49,1257,[4005],1,"['1601', '3078', '3102', '72', '4475', '953', '1023', '1715', '4940', '98', '4970', '109', '1084', '1650', '3115', '1055', '4590', '2280', '505', '2340', '3823', '532', '1984', '2251', '4215', '1012', '294', '789', '4005', '4570']"
50,4717,"[4005, 3914, 3685]",3,"['1753', '1993', '708', '239', '85', '4005', '3102', '4836', '3241', '1522', '176', '946', '2637', '1572', '4683', '2280', '1177', '3914', '4918', '112', '4247', '4245', '1733', '3963', '3685', '4338', '3227', '4006', '361', '3237']"
50,2683,"[1522, 946, 1733, 3227]",4,"['1753', '1993', '708', '239', '85', '4005', '3102', '4836', '3241', '1522', '176', '946', '2637', '1572', '4683', '2280', '1177', '3914', '4918', '112', '4247', '4245', '1733', '3963', '3685', '4338', '3227', '4006', '361', '3237']"
50,3355,[],0,"['1753', '1993', '708', '239', '85', '4005', '3102', '4836', '3241', '1522', '176', '946', '2637', '1572', '4683', '2280', '1177', '3914', '4918', '112', '4247', '4245', '1733', '3963', '3685', '4338', '3227', '4006', '361', '3237']"
51,3217,"[2549, 193, 4579]",3,"['357', '1646', '2549', '679', '4894', '193', '708', '4675', '2280', '3397', '4128', '3102', '532', '3198', '109', '2639', '4642', '2355', '361', '617', '4573', '2021', '4579', '2407', '4761', '3652', '145', '2102', '4126', '239']"
51,8021,"[2639, 2102]",2,"['357', '1646', '2549', '679', '4894', '193', '708', '4675', '2280', '3397', '4128', '3102', '532', '3198', '109', '2639', '4642', '2355', '361', '617', '4573', '2021', '4579', '2407', '4761', '3652', '145', '2102', '4126', '239']"
51,4863,"[2639, 145, 2102]",3,"['357', '1646', '2549', '679', '4894', '193', '708', '4675', '2280', '3397', '4128', '3102', '532', '3198', '109', '2639', '4642', '2355', '361', '617', '4573', '2021', '4579', '2407', '4761', '3652', '145', '2102', '4126', '239']"
52,2320,[1667],1,"['4658', '3424', '1667', '395', '181', '532', '3898', '510', '1539', '1128', '2301', '266', '4793', '4968', '3005', '3271', '4001', '495', '2377', '4261', '193', '708', '3027', '1178', '677', '1630', '3823', '4799', '4310', '2359']"
52,7258,"[4001, 2377]",2,"['4658', '3424', '1667', '395', '181', '532', '3898', '510', '1539', '1128', '2301', '266', '4793', '4968', '3005', '3271', '4001', '495', '2377', '4261', '193', '708', '3027', '1178', '677', '1630', '3823', '4799', '4310', '2359']"
52,4836,"[495, 3823]",2,"['4658', '3424', '1667', '395', '181', '532', '3898', '510', '1539', '1128', '2301', '266', '4793', '4968', '3005', '3271', '4001', '495', '2377', '4261', '193', '708', '3027', '1178', '677', '1630', '3823', '4799', '4310', '2359']"
53,1329,[],0,"['4501', '2511', '3083', '127', '236', '1475', '4573', '3715', '361', '125', '3048', '98', '3131', '740', '2138', '4888', '1846', '387', '4372', '3039', '4683', '266', '116', '3089', '1711', '527', '3743', '94', '908', '3100']"
53,590,"[4888, 4372, 3100]",3,"['4501', '2511', '3083', '127', '236', '1475', '4573', '3715', '361', '125', '3048', '98', '3131', '740', '2138', '4888', '1846', '387', '4372', '3039', '4683', '266', '116', '3089', '1711', '527', '3743', '94', '908', '3100']"
53,1511,[1475],1,"['4501', '2511', '3083', '127', '236', '1475', '4573', '3715', '361', '125', '3048', '98', '3131', '740', '2138', '4888', '1846', '387', '4372', '3039', '4683', '266', '116', '3089', '1711', '527', '3743', '94', '908', '3100']"
54,1329,"[193, 505]",2,"['484', '2988', '3728', '1429', '112', '62', '2770', '2866', '4479', '3782', '617', '2674', '2055', '193', '2436', '4527', '4642', '1244', '3078', '1088', '2248', '181', '4783', '647', '352', '3942', '3003', '3237', '505', '1400']"
54,7946,[2436],1,"['484', '2988', '3728', '1429', '112', '62', '2770', '2866', '4479', '3782', '617', '2674', '2055', '193', '2436', '4527', '4642', '1244', '3078', '1088', '2248', '181', '4783', '647', '352', '3942', '3003', '3237', '505', '1400']"
54,1119,[2436],1,"['484', '2988', '3728', '1429', '112', '62', '2770', '2866', '4479', '3782', '617', '2674', '2055', '193', '2436', '4527', '4642', '1244', '3078', '1088', '2248', '181', '4783', '647', '352', '3942', '3003', '3237', '505', '1400']"
55,5915,"[2988, 2217]",2,"['4104', '145', '4337', '2872', '2988', '4093', '1270', '3367', '4656', '2355', '3125', '1138', '492', '425', '4583', '4428', '4926', '4918', '3018', '2217', '123', '4237', '130', '4512', '4637', '1970', '4439', '2280', '3314', '4501']"
55,1910,"[4656, 3125]",2,"['4104', '145', '4337', '2872', '2988', '4093', '1270', '3367', '4656', '2355', '3125', '1138', '492', '425', '4583', '4428', '4926', '4918', '3018', '2217', '123', '4237', '130', '4512', '4637', '1970', '4439', '2280', '3314', '4501']"
55,1388,[4501],1,"['4104', '145', '4337', '2872', '2988', '4093', '1270', '3367', '4656', '2355', '3125', '1138', '492', '425', '4583', '4428', '4926', '4918', '3018', '2217', '123', '4237', '130', '4512', '4637', '1970', '4439', '2280', '3314', '4501']"
56,800,"[4091, 1646, 2549, 5, 3704]",5,"['4446', '4783', '4091', '4177', '2', '647', '1252', '357', '983', '1646', '4814', '3037', '648', '2816', '437', '2549', '2848', '4735', '4932', '88', '5', '3939', '193', '2458', '4372', '986', '2820', '4854', '3143', '3704']"
56,1252,[1252],1,"['4446', '4783', '4091', '4177', '2', '647', '1252', '357', '983', '1646', '4814', '3037', '648', '2816', '437', '2549', '2848', '4735', '4932', '88', '5', '3939', '193', '2458', '4372', '986', '2820', '4854', '3143', '3704']"
56,342,[],0,"['4446', '4783', '4091', '4177', '2', '647', '1252', '357', '983', '1646', '4814', '3037', '648', '2816', '437', '2549', '2848', '4735', '4932', '88', '5', '3939', '193', '2458', '4372', '986', '2820', '4854', '3143', '3704']"
57,5825,[],0,"['98', '4270', '2549', '2356', '284', '4106', '2342', '740', '4986', '4318', '1646', '882', '2139', '484', '2274', '1952', '3685', '483', '2773', '4479', '2833', '1871', '4642', '80', '4457', '4275', '3582', '1599', '3048', '1918']"
57,7258,[740],1,"['98', '4270', '2549', '2356', '284', '4106', '2342', '740', '4986', '4318', '1646', '882', '2139', '484', '2274', '1952', '3685', '483', '2773', '4479', '2833', '1871', '4642', '80', '4457', '4275', '3582', '1599', '3048', '1918']"
57,298,[2356],1,"['98', '4270', '2549', '2356', '284', '4106', '2342', '740', '4986', '4318', '1646', '882', '2139', '484', '2274', '1952', '3685', '483', '2773', '4479', '2833', '1871', '4642', '80', '4457', '4275', '3582', '1599', '3048', '1918']"
58,5319,"[4918, 1495]",2,"['4783', '740', '4735', '1755', '1605', '4955', '4918', '708', '1306', '2155', '4683', '4642', '2355', '361', '3571', '1712', '4098', '945', '4572', '2368', '186', '1921', '57', '62', '495', '3509', '1495', '85', '448', '4074']"
58,5168,[],0,"['4783', '740', '4735', '1755', '1605', '4955', '4918', '708', '1306', '2155', '4683', '4642', '2355', '361', '3571', '1712', '4098', '945', '4572', '2368', '186', '1921', '57', '62', '495', '3509', '1495', '85', '448', '4074']"
58,1124,[4955],1,"['4783', '740', '4735', '1755', '1605', '4955', '4918', '708', '1306', '2155', '4683', '4642', '2355', '361', '3571', '1712', '4098', '945', '4572', '2368', '186', '1921', '57', '62', '495', '3509', '1495', '85', '448', '4074']"
59,4717,"[557, 3207, 1429, 3782]",4,"['1519', '4270', '361', '557', '2782', '2834', '2155', '2342', '983', '2770', '2355', '3207', '1020', '1244', '3636', '276', '1711', '2274', '3105', '1601', '1698', '827', '1921', '647', '1429', '238', '3078', '193', '3782', '4640']"
