user,hist,target,item list
701,1646,"[406.9, 18.81, 221.0, 4.95, 4.95, 36.63, 24.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
702,4091,"[631.3230000000001, 39.6, 150.48, 58.0, 90.09, 23.759999999999998, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
703,3823,"[893.5999999999999, 68.0, 161.0, 87.0, 55.0, 55.44, 18.81]","[181, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
704,4894,"[517.275, 28.71, 104.0, 19.8, 32.67, 53.46, 23.0]","[2975, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
705,4091,"[460.449, 27.72, 81.0, 52.47, 93.06, 35.64, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
706,647,"[5480.64, 647.0, 1484.0, 46.53, 158.0, 488.0, 145.53]","[4573, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
708,484,"[637.758, 67.0, 41.0, 30.69, 84.0, 81.17999999999999, 6.93]","[1753, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
709,4096,"[847.341, 51.48, 420.0, 11.879999999999999, 10.89, 99.0, 46.0]","[2858, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
710,740,"[694.3, 8.91, 360.36, 17.82, 13.0, 6.0, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
711,1118,"[527.3, 16.0, 124.0, 43.0, 54.45, 9.9, 27.0]","[1252, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
712,357,"[531.3330000000001, 30.0, 6.0, 39.6, 45.54, 35.64, 20.79]","[492, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
713,4493,"[2636.8, 361.35, 12.0, 39.0, 95.0, 190.0, 24.75]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
714,3510,"[706.1669999999999, 37.62, 142.0, 19.0, 34.0, 48.0, 33.66]","[234, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
715,1448,"[421.245, 29.0, 27.72, 31.0, 20.79, 35.0, 16.83]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
716,4446,"[245.91599999999997, 13.0, 81.0, 6.0, 10.89, 13.86, 12.87]","[37, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
717,4270,"[575.4, 45.0, 23.759999999999998, 57.42, 76.23, 77.0, 12.0]","[1407, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
718,4091,"[3085.2359999999994, 362.0, 154.44, 332.64, 242.55, 311.85, 44.0]","[2, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
719,4783,"[610.5, 8.91, 236.60999999999999, 37.0, 22.0, 5.9399999999999995, 42.0]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
720,647,"[6721.11, 944.46, 640.0, 47.519999999999996, 276.0, 296.0, 88.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
721,357,"[990.099, 101.97, 5.9399999999999995, 49.0, 78.21, 178.2, 20.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
722,357,"[538.857, 39.0, 9.9, 56.43, 47.519999999999996, 32.67, 17.82]","[1522, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
723,2377,"[608.0, 60.39, 13.0, 28.71, 77.0, 79.2, 6.0]","[648, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
724,4177,"[603.9, 45.54, 98.01, 29.7, 21.0, 86.0, 25.74]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
725,2820,"[400.55400000000003, 13.86, 122.0, 26.73, 45.54, 19.8, 17.82]","[3198, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
726,4091,"[1101.078, 98.01, 25.74, 78.0, 140.0, 168.0, 19.8]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
727,4446,"[630.0, 69.3, 49.5, 74.0, 57.42, 143.0, 10.0]","[2848, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
728,1646,"[1312.839, 86.0, 186.0, 71.0, 255.42, 106.92, 23.0]","[4635, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
729,284,"[471.8, 53.0, 29.0, 32.67, 55.0, 68.31, 2.9699999999999998]","[320, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
730,648,"[717.4530000000001, 73.0, 24.0, 25.74, 85.14, 79.0, 9.9]","[484, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
731,4814,"[552.7170000000001, 56.0, 48.51, 24.75, 26.73, 57.0, 15.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
732,193,"[1383.5, 153.0, 6.0, 48.51, 196.02, 222.75, 3.0]","[2773, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
733,4783,"[904.9000000000001, 60.39, 36.0, 53.46, 102.96, 81.17999999999999, 25.74]","[4445, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
734,4783,"[291.6, 9.9, 25.0, 19.8, 13.86, 3.96, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
735,648,"[648.351, 45.0, 143.0, 17.82, 41.58, 55.0, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
736,1118,"[555.9, 15.84, 160.0, 29.0, 44.0, 18.81, 30.69]","[1357, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
737,983,"[1543.4, 160.38, 441.54, 36.63, 37.62, 153.45, 45.54]","[40, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
738,4642,"[953.4, 101.0, 25.74, 42.57, 58.41, 199.0, 21.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
739,125,"[2223.243, 163.35, 1084.0, 38.0, 72.27, 112.86, 100.98]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
740,4091,"[531.2, 24.0, 72.27, 54.0, 93.0, 20.0, 15.0]","[2342, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
741,908,"[403.029, 27.0, 17.82, 18.81, 22.77, 26.0, 15.0]","[4844, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
742,4091,"[560.1419999999999, 20.0, 159.39, 46.0, 83.16, 13.86, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
743,4446,"[247.20299999999997, 22.0, 59.4, 16.83, 7.0, 44.55, 8.91]","[882, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
744,3085,"[635.8000000000001, 69.3, 54.0, 68.0, 54.0, 141.57, 8.0]","[2848, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
745,983,"[3413.6000000000004, 459.36, 32.67, 182.0, 289.08, 741.0, 12.87]","[3888, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
746,4091,"[376.4, 20.0, 23.0, 49.0, 87.0, 13.86, 5.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
747,1074,"[400.55400000000003, 38.61, 52.47, 16.0, 28.71, 42.0, 9.9]","[1785, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
748,4493,"[2758.5, 364.32, 23.0, 42.0, 148.0, 194.0, 25.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
749,4091,"[749.5, 64.35, 25.74, 63.36, 126.0, 68.31, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
750,4814,"[817.5419999999999, 83.16, 39.6, 42.57, 59.4, 112.86, 18.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
751,4783,"[303.6, 0.0, 28.0, 37.62, 17.82, 0.0, 19.8]","[4783, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
752,647,"[3775.1670000000004, 515.79, 325.71, 56.43, 195.03, 197.01, 45.54]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
753,4064,"[504.8, 41.0, 110.0, 73.0, 50.0, 35.64, 11.879999999999999]","[1736, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
754,4918,"[538.0, 38.61, 14.0, 35.64, 80.0, 67.32, 9.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
755,4446,"[394.61400000000003, 39.6, 58.41, 21.0, 32.0, 46.0, 8.0]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
756,2949,"[436.293, 22.77, 246.0, 5.9399999999999995, 7.0, 40.0, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
757,740,"[929.2139999999999, 57.0, 228.0, 36.63, 77.22, 55.0, 32.67]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
758,4245,"[917.5, 62.37, 207.0, 31.0, 62.0, 123.75, 35.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
760,908,"[458.6, 27.0, 23.0, 32.67, 44.0, 26.0, 16.0]","[276, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
761,4814,"[867.5369999999999, 75.24, 232.65, 34.65, 31.68, 104.94, 31.68]","[85, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
762,4783,"[232.452, 1.0, 14.0, 39.0, 16.83, 1.98, 14.85]","[820, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
763,647,"[3677.652, 517.0, 341.0, 38.61, 164.34, 194.0, 45.54]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
764,125,"[2546.6, 164.34, 1095.0, 40.0, 127.71, 104.0, 115.83]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
765,4493,"[3066.4, 365.31, 51.0, 56.0, 115.83, 167.0, 56.43]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
766,1143,"[908.2260000000001, 85.14, 104.94, 47.0, 104.0, 122.76, 15.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
767,1535,"[389.36699999999996, 15.84, 10.89, 2.9699999999999998, 6.0, 29.7, 4.95]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
768,647,"[3615.678, 493.02, 369.0, 55.44, 169.29, 174.0, 48.51]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
769,648,"[1460.3999999999999, 68.31, 6.0, 65.34, 95.03999999999999, 65.34, 69.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
770,740,"[869.22, 53.46, 226.71, 36.0, 55.0, 60.39, 36.63]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
771,903,"[930.996, 30.0, 19.8, 39.0, 120.0, 31.0, 41.58]","[24, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
772,4798,"[935.7479999999999, 54.45, 458.37, 12.0, 14.85, 104.0, 50.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
773,983,"[721.1999999999999, 95.03999999999999, 27.0, 55.44, 41.58, 90.09, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
774,908,"[461.34, 14.0, 1.98, 76.0, 67.0, 13.86, 18.81]","[3885, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
775,125,"[3289.4, 243.0, 1341.45, 65.34, 126.0, 138.6, 148.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
776,647,"[3625.0, 498.0, 391.05, 29.7, 140.58, 185.13, 51.48]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
777,4091,"[480.84299999999996, 33.66, 46.0, 62.37, 91.0, 41.58, 7.0]","[586, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
778,4918,"[845.262, 79.2, 1.0, 63.36, 155.0, 137.60999999999999, 4.0]","[4767, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
779,453,"[414.71099999999996, 11.879999999999999, 29.0, 17.0, 25.74, 18.81, 21.78]","[3432, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
780,740,"[1097.3, 70.29, 419.0, 22.77, 37.0, 131.0, 51.48]","[4245, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
781,2,"[3113.1, 341.55, 141.57, 314.0, 179.0, 302.0, 63.36]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
782,983,"[814.1999999999999, 104.0, 20.79, 38.0, 61.0, 92.07, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
783,4814,"[587.7, 57.42, 65.0, 28.71, 26.73, 47.519999999999996, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
785,3225,"[402.0, 48.51, 14.85, 15.84, 10.0, 100.0, 4.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
786,4783,"[227.60000000000002, 1.98, 14.0, 24.75, 14.85, 3.96, 13.0]","[908, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
787,2506,"[733.4, 59.0, 204.93, 19.8, 37.62, 119.0, 27.72]","[2315, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
788,2949,"[410.256, 45.54, 99.0, 11.0, 10.0, 88.0, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
789,3676,"[826.0, 66.0, 6.0, 36.0, 176.0, 71.28, 3.96]","[3676, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
790,3510,"[674.487, 56.43, 37.62, 24.0, 52.0, 55.0, 19.0]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
791,1984,"[872.5, 59.0, 70.0, 68.31, 40.589999999999996, 70.0, 34.65]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
792,361,"[1143.945, 148.0, 20.79, 105.92999999999999, 112.86, 174.24, 3.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
793,361,"[1027.3, 114.0, 55.0, 34.0, 112.86, 102.96, 9.9]","[3440, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
794,4446,"[388.08, 24.0, 49.0, 17.82, 21.78, 48.51, 16.83]","[268, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
795,0,"[405.504, 10.0, 18.0, 51.48, 47.519999999999996, 4.0, 20.0]","[0, 1118, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
796,647,"[3447.8, 480.0, 327.0, 23.759999999999998, 140.58, 154.0, 45.54]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
797,125,"[2913.57, 233.0, 1087.0, 63.36, 120.78, 244.53, 120.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
798,740,"[577.764, 16.0, 225.0, 28.71, 18.0, 17.82, 37.0]","[854, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
799,4104,"[453.59999999999997, 32.67, 12.87, 29.0, 67.0, 42.57, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
800,648,"[739.6, 84.15, 25.0, 33.0, 69.3, 101.0, 6.93]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
801,676,"[1438.371, 155.0, 29.7, 76.0, 74.25, 299.96999999999997, 33.66]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
802,4778,"[617.76, 48.51, 36.0, 57.0, 76.23, 74.25, 14.85]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
803,740,"[917.4, 17.82, 445.5, 35.64, 26.0, 12.0, 64.0]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
804,1984,"[677.9520000000001, 41.0, 81.0, 69.0, 37.62, 61.38, 27.72]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
805,3078,"[1117.908, 15.84, 84.15, 30.69, 39.0, 23.759999999999998, 22.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
806,4665,"[767.151, 65.0, 49.5, 35.64, 53.46, 122.0, 21.78]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
807,3335,"[447.48, 39.6, 4.95, 15.84, 63.36, 55.0, 4.95]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
808,3660,"[604.6919999999999, 58.41, 92.0, 27.72, 40.589999999999996, 59.0, 14.0]","[2401, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
809,983,"[3907.3320000000003, 547.47, 338.0, 48.51, 160.38, 192.06, 49.5]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
810,3685,"[1263.537, 74.25, 156.0, 37.62, 104.94, 123.0, 43.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
811,1519,"[574.2, 31.68, 146.52, 43.0, 50.49, 20.79, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
812,4177,"[452.0, 39.0, 34.0, 40.589999999999996, 34.65, 50.0, 14.0]","[357, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
813,205,"[1095.1, 104.0, 23.759999999999998, 47.519999999999996, 71.28, 186.12, 29.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
814,3164,"[497.79999999999995, 17.0, 21.78, 33.66, 24.0, 27.72, 27.72]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
815,2549,"[813.5, 34.65, 311.85, 142.56, 34.65, 12.87, 46.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
816,3519,"[366.9, 26.0, 25.0, 7.92, 12.0, 48.51, 14.85]","[3282, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
818,193,"[834.2, 77.0, 34.65, 45.0, 113.85, 68.31, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
819,300,"[1162.5, 97.02, 161.0, 12.0, 128.0, 129.69, 26.73]","[3738, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
820,125,"[2414.5, 176.0, 1072.17, 53.0, 76.0, 106.0, 110.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
821,708,"[402.70000000000005, 21.78, 28.71, 13.0, 16.83, 12.0, 19.8]","[3817, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
822,2549,"[653.5, 21.78, 349.0, 143.0, 19.8, 10.0, 41.58]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
823,647,"[3723.8849999999998, 508.0, 416.79, 34.0, 147.0, 158.4, 58.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
824,1118,"[489.159, 13.0, 62.37, 83.16, 59.0, 4.95, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
825,1388,"[720.522, 65.0, 37.0, 160.38, 47.519999999999996, 116.0, 20.0]","[515, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
826,297,"[1217.6, 94.0, 30.0, 71.28, 78.0, 86.0, 44.0]","[297, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
827,3661,"[146.817, 6.93, 71.0, 4.0, 11.0, 10.89, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
828,4091,"[566.6759999999999, 36.0, 31.68, 65.0, 105.0, 47.519999999999996, 9.9]","[3080, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
829,4945,"[1778.0, 162.35999999999999, 48.51, 159.0, 167.0, 175.23, 36.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
830,82,"[697.752, 71.0, 26.73, 53.46, 69.3, 101.0, 10.89]","[416, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
831,4888,"[1489.8, 98.0, 47.519999999999996, 90.0, 126.0, 126.0, 54.0]","[4888, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
832,125,"[2168.1, 155.0, 1074.15, 36.0, 73.26, 92.07, 102.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
833,4482,"[1119.393, 132.0, 32.0, 50.0, 53.0, 238.59, 17.0]","[676, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
834,740,"[568.0, 9.0, 275.21999999999997, 50.0, 21.0, 6.0, 39.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
836,740,"[726.5999999999999, 11.0, 315.0, 185.0, 15.84, 7.0, 44.55]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
837,3319,"[307.7, 28.0, 9.0, 5.0, 8.91, 48.51, 9.0]","[3335, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
838,4971,"[445.6, 33.0, 15.84, 26.73, 27.0, 50.49, 14.85]","[1667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
839,125,"[4322.0, 308.0, 2144.34, 63.36, 132.0, 186.0, 201.96]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
840,708,"[1141.5690000000002, 49.0, 173.25, 110.88, 86.13, 81.17999999999999, 59.4]","[4826, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
841,484,"[491.04, 45.54, 86.0, 11.879999999999999, 48.51, 59.0, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
842,866,"[1494.9, 233.0, 62.0, 86.13, 34.65, 102.96, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
843,125,"[2367.585, 175.0, 1158.0, 37.62, 69.3, 132.0, 108.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
844,3037,"[310.959, 17.82, 71.0, 12.87, 28.71, 13.0, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
845,4091,"[873.675, 96.0, 39.6, 71.0, 106.92, 59.4, 7.92]","[983, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
846,740,"[730.9, 31.0, 235.0, 37.62, 62.37, 48.0, 35.0]","[14, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
847,193,"[820.8, 82.0, 54.0, 35.0, 107.91, 85.0, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
848,4986,"[251.658, 30.69, 7.92, 68.31, 4.95, 13.0, 4.95]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
849,4390,"[628.7, 39.6, 57.42, 87.0, 119.78999999999999, 39.6, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
850,125,"[2331.8, 152.46, 1164.24, 31.68, 71.0, 93.0, 115.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
851,740,"[878.0, 53.46, 229.0, 35.64, 55.0, 61.0, 36.63]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
852,453,"[1166.913, 80.0, 29.0, 46.0, 109.89, 126.72, 37.62]","[3685, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
853,2274,"[539.2, 13.86, 158.4, 27.0, 45.54, 20.0, 21.78]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
854,4446,"[716.9, 72.0, 37.62, 37.62, 103.0, 61.0, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
855,679,"[1460.5, 142.56, 459.36, 41.0, 27.72, 153.45, 46.53]","[3290, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
856,1984,"[854.0730000000001, 50.49, 67.0, 97.02, 53.0, 82.17, 33.66]","[532, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
857,4446,"[537.0, 9.0, 260.37, 23.759999999999998, 16.83, 6.0, 37.62]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
858,2280,"[328.68, 0.0, 296.0, 0.0, 1.0, 0.0, 26.73]","[2468, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
859,3037,"[1297.0, 160.38, 60.39, 12.0, 88.0, 236.60999999999999, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
860,1118,"[754.8, 7.0, 469.0, 25.74, 32.0, 2.9699999999999998, 55.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
861,2949,"[463.32, 34.65, 152.46, 34.65, 37.62, 52.0, 13.86]","[1711, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
862,708,"[262.944, 9.0, 41.0, 9.0, 15.0, 6.0, 12.87]","[239, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
863,3083,"[231.46200000000002, 13.86, 57.42, 9.9, 14.0, 7.92, 10.89]","[3094, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
864,4642,"[1016.5, 92.0, 5.0, 60.39, 72.27, 176.0, 26.0]","[532, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
865,4446,"[604.2959999999999, 54.45, 50.0, 34.0, 38.0, 101.97, 17.0]","[437, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
866,4091,"[1386.99, 47.519999999999996, 131.67, 148.0, 159.0, 61.0, 70.29]","[1681, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
867,3165,"[1651.7160000000001, 184.14, 66.0, 71.0, 93.06, 261.36, 31.68]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
868,193,"[1298.2, 142.0, 10.0, 66.0, 202.0, 132.0, 2.0]","[193, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
869,4091,"[950.4989999999999, 42.0, 137.60999999999999, 117.0, 238.59, 43.0, 17.0]","[1192, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
870,4091,"[423.7, 24.0, 43.0, 51.48, 88.0, 16.83, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
871,647,"[6789.0, 954.0, 640.0, 47.519999999999996, 273.24, 296.0, 88.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
872,1690,"[593.7, 38.0, 38.0, 103.0, 72.0, 24.0, 18.0]","[2639, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
873,2,"[3088.9979999999996, 373.0, 145.0, 295.0, 223.0, 325.0, 42.57]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
