user,history,target,item list,len,without constraint
28,4245,"[831.2040000000001, 66.0, 245.0, 13.0, 32.67, 129.69, 32.67]",[],0,"['181', '4245', '4793', '276', '4005', '1464', '4847', '3338', '1735', '621', '1142', '3890', '3258', '241', '1667', '200', '4683', '2639', '1485', '2217', '301', '2439', '2342', '4507', '1519', '1758', '2256', '3080', '3210', '4003']"
28,4793,"[1053.2, 85.0, 215.82, 45.0, 50.49, 169.0, 37.62]",[4245],1,"['181', '4245', '4793', '276', '4005', '1464', '4847', '3338', '1735', '621', '1142', '3890', '3258', '241', '1667', '200', '4683', '2639', '1485', '2217', '301', '2439', '2342', '4507', '1519', '1758', '2256', '3080', '3210', '4003']"
29,181,"[1003.2, 90.0, 155.43, 41.0, 47.519999999999996, 74.0, 19.0]",[],0,"['181', '4270', '2210', '1443', '98', '279', '361', '1289', '160', '3320', '4216', '3041', '1178', '708', '4683', '4106', '4396', '4783', '1698', '191', '1894', '3785', '1984', '2560', '1636', '2666', '1683', '4847', '3888', '3336']"
29,4270,"[656.271, 39.6, 20.79, 71.28, 126.72, 63.0, 12.0]",[1683],1,"['181', '4270', '2210', '1443', '98', '279', '361', '1289', '160', '3320', '4216', '3041', '1178', '708', '4683', '4106', '4396', '4783', '1698', '191', '1894', '3785', '1984', '2560', '1636', '2666', '1683', '4847', '3888', '3336']"
29,2210,"[3490.3, 282.15, 243.0, 359.0, 222.0, 401.0, 114.0]",[],0,"['181', '4270', '2210', '1443', '98', '279', '361', '1289', '160', '3320', '4216', '3041', '1178', '708', '4683', '4106', '4396', '4783', '1698', '191', '1894', '3785', '1984', '2560', '1636', '2666', '1683', '4847', '3888', '3336']"
30,4783,"[1756.6, 54.45, 190.07999999999998, 108.9, 74.0, 60.0, 104.0]",[4240],1,"['4783', '647', '193', '2820', '2280', '1024', '4683', '4642', '276', '2506', '145', '4240', '53', '3873', '1619', '1474', '3211', '3768', '2274', '2911', '4876', '4709', '1940', '1665', '1306', '600', '1783', '4268', '4245', '4936']"
30,647,"[3623.004, 493.0, 427.0, 34.65, 142.56, 172.26, 57.0]",[],0,"['4783', '647', '193', '2820', '2280', '1024', '4683', '4642', '276', '2506', '145', '4240', '53', '3873', '1619', '1474', '3211', '3768', '2274', '2911', '4876', '4709', '1940', '1665', '1306', '600', '1783', '4268', '4245', '4936']"
30,193,"[915.3, 87.12, 9.9, 38.61, 117.81, 97.0, 11.0]",[],0,"['4783', '647', '193', '2820', '2280', '1024', '4683', '4642', '276', '2506', '145', '4240', '53', '3873', '1619', '1474', '3211', '3768', '2274', '2911', '4876', '4709', '1940', '1665', '1306', '600', '1783', '4268', '4245', '4936']"
31,357,"[594.891, 48.51, 25.0, 43.56, 61.0, 47.519999999999996, 14.85]",[276],1,"['357', '1306', '2280', '4382', '276', '45', '56', '2975', '2958', '4171', '3391', '2251', '4720', '1287', '294', '4642', '4270', '505', '361', '1739', '945', '4131', '2576', '3263', '1485', '145', '2652', '1619', '2377', '4245']"
31,1306,"[410.75100000000003, 23.0, 21.0, 45.54, 49.0, 26.0, 13.86]",[],0,"['357', '1306', '2280', '4382', '276', '45', '56', '2975', '2958', '4171', '3391', '2251', '4720', '1287', '294', '4642', '4270', '505', '361', '1739', '945', '4131', '2576', '3263', '1485', '145', '2652', '1619', '2377', '4245']"
31,2280,"[385.29999999999995, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]",[1485],1,"['357', '1306', '2280', '4382', '276', '45', '56', '2975', '2958', '4171', '3391', '2251', '4720', '1287', '294', '4642', '4270', '505', '361', '1739', '945', '4131', '2576', '3263', '1485', '145', '2652', '1619', '2377', '4245']"
32,3823,"[574.002, 39.0, 24.75, 75.0, 95.0, 56.43, 10.89]",[3198],1,"['3823', '4783', '740', '812', '647', '2756', '983', '1646', '648', '437', '193', '1755', '3732', '9', '3676', '2949', '14', '4836', '2283', '2280', '2440', '3397', '1740', '784', '3102', '2274', '4270', '532', '807', '3198']"
32,4783,"[579.4000000000001, 24.75, 36.0, 46.53, 95.0, 43.0, 18.0]",[1740],1,"['3823', '4783', '740', '812', '647', '2756', '983', '1646', '648', '437', '193', '1755', '3732', '9', '3676', '2949', '14', '4836', '2283', '2280', '2440', '3397', '1740', '784', '3102', '2274', '4270', '532', '807', '3198']"
32,740,"[564.003, 15.84, 257.0, 46.53, 22.0, 14.0, 36.0]",[],0,"['3823', '4783', '740', '812', '647', '2756', '983', '1646', '648', '437', '193', '1755', '3732', '9', '3676', '2949', '14', '4836', '2283', '2280', '2440', '3397', '1740', '784', '3102', '2274', '4270', '532', '807', '3198']"
33,240,"[536.481, 17.0, 20.0, 47.0, 62.37, 15.0, 24.0]",[4306],1,"['240', '4096', '145', '4306', '2353', '4064', '255', '1091', '4106', '4573', '4512', '3958', '617', '266', '85', '4983', '3479', '1196', '203', '2548', '382', '953', '484', '3968', '4392', '1474', '804', '3519', '251', '2637']"
33,4096,"[273.438, 11.0, 168.3, 1.98, 13.0, 12.0, 14.85]",[203],1,"['240', '4096', '145', '4306', '2353', '4064', '255', '1091', '4106', '4573', '4512', '3958', '617', '266', '85', '4983', '3479', '1196', '203', '2548', '382', '953', '484', '3968', '4392', '1474', '804', '3519', '251', '2637']"
33,145,"[530.9369999999999, 37.0, 19.8, 32.67, 82.0, 54.0, 10.89]",[],0,"['240', '4096', '145', '4306', '2353', '4064', '255', '1091', '4106', '4573', '4512', '3958', '617', '266', '85', '4983', '3479', '1196', '203', '2548', '382', '953', '484', '3968', '4392', '1474', '804', '3519', '251', '2637']"
34,1646,"[439.758, 23.759999999999998, 183.15, 3.96, 20.79, 41.58, 22.0]",[],0,"['1646', '2549', '125', '532', '3335', '3432', '2407', '2139', '1611', '200', '1774', '4342', '72', '127', '1229', '3695', '3078', '3089', '1601', '4195', '1597', '2155', '708', '4561', '3282', '4283', '1129', '1522', '2462', '744']"
34,2549,"[641.2230000000001, 24.75, 365.0, 136.62, 18.0, 17.0, 39.6]",[],0,"['1646', '2549', '125', '532', '3335', '3432', '2407', '2139', '1611', '200', '1774', '4342', '72', '127', '1229', '3695', '3078', '3089', '1601', '4195', '1597', '2155', '708', '4561', '3282', '4283', '1129', '1522', '2462', '744']"
34,125,"[3114.045, 212.85, 1243.0, 60.0, 251.0, 168.0, 118.8]",[],0,"['1646', '2549', '125', '532', '3335', '3432', '2407', '2139', '1611', '200', '1774', '4342', '72', '127', '1229', '3695', '3078', '3089', '1601', '4195', '1597', '2155', '708', '4561', '3282', '4283', '1129', '1522', '2462', '744']"
35,203,"[305.0, 17.82, 159.39, 4.0, 10.0, 33.66, 14.0]",[],0,"['203', '3125', '3335', '983', '3099', '193', '4836', '1472', '2031', '3966', '516', '145', '3676', '323', '1457', '1764', '2756', '3459', '4799', '2988', '554', '4392', '4560', '2610', '1505', '873', '191', '2318', '2848', '484']"
35,3125,"[658.746, 48.0, 85.14, 13.0, 24.0, 97.02, 26.0]",[873],1,"['203', '3125', '3335', '983', '3099', '193', '4836', '1472', '2031', '3966', '516', '145', '3676', '323', '1457', '1764', '2756', '3459', '4799', '2988', '554', '4392', '4560', '2610', '1505', '873', '191', '2318', '2848', '484']"
35,3335,"[502.7, 59.0, 7.92, 25.0, 38.61, 118.0, 4.95]",[3459],1,"['203', '3125', '3335', '983', '3099', '193', '4836', '1472', '2031', '3966', '516', '145', '3676', '323', '1457', '1764', '2756', '3459', '4799', '2988', '554', '4392', '4560', '2610', '1505', '873', '191', '2318', '2848', '484']"
36,4446,"[709.731, 61.38, 232.0, 11.0, 27.72, 125.0, 26.0]",[4245],1,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
36,647,"[3513.8070000000002, 488.0, 362.0, 25.0, 139.59, 168.3, 50.0]",[],0,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
36,1646,"[3725.073, 491.04, 503.0, 28.0, 143.0, 185.0, 64.35]",[647],1,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
37,0,"[405.70000000000005, 16.83, 86.13, 27.72, 28.71, 24.75, 20.0]",[],0,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
37,4446,"[785.9, 52.0, 86.13, 65.0, 73.0, 76.23, 25.74]",[3300],1,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
37,4783,"[703.5, 70.0, 25.74, 86.13, 62.37, 141.57, 14.0]",[2848],1,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
38,740,"[559.6469999999999, 15.84, 274.23, 18.81, 14.85, 9.0, 37.0]",[],0,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
38,866,"[276.21, 12.0, 113.0, 39.0, 34.0, 5.0, 11.0]",[772],1,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
38,297,"[1056.825, 56.0, 237.6, 53.46, 51.48, 49.0, 53.46]",[740],1,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
39,4642,"[1138.698, 97.02, 187.0, 35.64, 60.39, 189.09, 38.61]",[],0,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
39,2274,"[351.15299999999996, 6.0, 197.01, 0.0, 4.0, 4.0, 18.0]",[3564],1,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
39,4470,"[465.59999999999997, 31.68, 36.0, 13.86, 50.49, 48.51, 13.0]",[145],1,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
40,1984,"[967.9000000000001, 54.45, 240.57, 77.22, 46.53, 100.98, 43.56]",[],0,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
40,648,"[1189.287, 122.76, 7.92, 49.5, 97.02, 209.0, 23.0]",[4642],1,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
40,125,"[2545.4, 171.0, 1102.86, 2414.0, 99.99, 101.97, 126.72]",[],0,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
41,3823,"[423.71999999999997, 25.0, 17.82, 67.0, 57.42, 36.63, 10.89]",[],0,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
41,4783,"[214.60000000000002, 5.9399999999999995, 36.63, 18.81, 10.0, 11.879999999999999, 12.0]",[],0,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
41,740,"[781.011, 28.71, 244.53, 63.36, 97.0, 19.8, 33.66]",[],0,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
42,708,"[498.069, 27.72, 38.61, 51.48, 92.0, 20.0, 10.89]",[],0,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
42,361,"[705.7710000000001, 58.0, 47.0, 18.0, 66.0, 53.46, 20.0]",[],0,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
42,882,"[594.099, 63.36, 27.0, 25.0, 61.38, 119.78999999999999, 6.93]",[2694],1,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
43,4446,"[617.661, 18.81, 53.46, 40.0, 83.0, 22.0, 28.0]",[4372],1,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
43,4783,"[1254.3, 64.35, 58.41, 126.72, 184.14, 117.81, 41.58]",[1288],1,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
43,740,"[628.4, 9.0, 384.12, 17.82, 13.86, 6.0, 45.54]",[],0,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
44,708,"[405.70000000000005, 32.0, 24.0, 43.0, 39.6, 44.55, 10.0]",[1611],1,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
44,2024,"[390.4, 39.0, 11.0, 33.0, 23.0, 62.0, 9.0]",[416],1,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
44,648,"[1886.3459999999998, 148.0, 37.0, 152.0, 155.0, 184.14, 58.41]",[294],1,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
45,4783,"[1569.15, 170.0, 306.9, 79.0, 33.0, 174.24, 46.0]",[3230],1,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
45,297,"[915.0999999999999, 62.37, 37.0, 56.43, 72.0, 59.4, 34.0]",[4284],1,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
45,4270,"[364.6, 49.0, 17.82, 37.0, 21.0, 109.0, 2.9699999999999998]",[3189],1,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
46,532,"[469.0, 25.74, 2.0, 58.0, 33.66, 44.0, 16.0]",[532],1,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
46,98,"[477.279, 37.62, 150.0, 11.879999999999999, 16.0, 42.0, 18.81]",[3923],1,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
46,2970,"[663.498, 33.0, 162.35999999999999, 2390.0, 41.0, 41.0, 40.589999999999996]",[186],1,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
47,647,"[3652.407, 495.0, 338.0, 32.0, 191.0, 166.0, 47.519999999999996]",[],0,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
47,1252,"[3000.195, 96.03, 157.41, 115.83, 164.34, 52.0, 176.0]",[2220],1,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
47,2756,"[727.947, 60.0, 133.65, 31.68, 43.0, 96.0, 23.0]",[],0,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
48,960,"[445.797, 20.79, 125.0, 15.84, 48.0, 17.82, 17.82]",[],0,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
48,3083,"[92.4, 0.0, 1.98, 5.9399999999999995, 6.0, 0.0, 5.9399999999999995]",[3083],1,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
48,505,"[636.0, 53.46, 25.74, 56.43, 45.54, 87.12, 18.0]",[416],1,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
49,1601,"[1455.2, 111.87, 167.0, 61.0, 238.0, 150.0, 21.78]",[],0,"['1601', '3078', '3102', '72', '4475', '953', '1023', '1715', '4940', '98', '4970', '109', '1084', '1650', '3115', '1055', '4590', '2280', '505', '2340', '3823', '532', '1984', '2251', '4215', '1012', '294', '789', '4005', '4570']"
