user,exclude,item list,len,without constraint
29,6270,"[4270, 2210, 1443, 98, 279, 361, 1289, 4216, 3041, 4683]",10,"['181', '4270', '2210', '1443', '98', '279', '361', '1289', '160', '3320', '4216', '3041', '1178', '708', '4683', '4106', '4396', '4783', '1698', '191', '1894', '3785', '1984', '2560', '1636', '2666', '1683', '4847', '3888', '3336']"
29,2499,"[181, 4270, 2210, 1443, 279, 361, 160, 4216, 4683, 4106]",10,"['181', '4270', '2210', '1443', '98', '279', '361', '1289', '160', '3320', '4216', '3041', '1178', '708', '4683', '4106', '4396', '4783', '1698', '191', '1894', '3785', '1984', '2560', '1636', '2666', '1683', '4847', '3888', '3336']"
29,6906,"[181, 4270, 2210, 1443, 279, 361, 1289, 160, 4216, 3041]",10,"['181', '4270', '2210', '1443', '98', '279', '361', '1289', '160', '3320', '4216', '3041', '1178', '708', '4683', '4106', '4396', '4783', '1698', '191', '1894', '3785', '1984', '2560', '1636', '2666', '1683', '4847', '3888', '3336']"
30,6270,"[2820, 4683, 276, 145, 4240, 1619, 1474, 3211, 2274, 1940]",10,"['4783', '647', '193', '2820', '2280', '1024', '4683', '4642', '276', '2506', '145', '4240', '53', '3873', '1619', '1474', '3211', '3768', '2274', '2911', '4876', '4709', '1940', '1665', '1306', '600', '1783', '4268', '4245', '4936']"
30,2499,"[4783, 647, 193, 2820, 2280, 4683, 4642, 2506, 4240, 53]",10,"['4783', '647', '193', '2820', '2280', '1024', '4683', '4642', '276', '2506', '145', '4240', '53', '3873', '1619', '1474', '3211', '3768', '2274', '2911', '4876', '4709', '1940', '1665', '1306', '600', '1783', '4268', '4245', '4936']"
30,6906,"[4683, 4642, 276, 2506, 145, 4240, 53, 3873, 1474, 3211]",10,"['4783', '647', '193', '2820', '2280', '1024', '4683', '4642', '276', '2506', '145', '4240', '53', '3873', '1619', '1474', '3211', '3768', '2274', '2911', '4876', '4709', '1940', '1665', '1306', '600', '1783', '4268', '4245', '4936']"
31,6270,"[357, 1306, 4382, 276, 56, 2975, 4171, 3391, 4720, 294]",10,"['357', '1306', '2280', '4382', '276', '45', '56', '2975', '2958', '4171', '3391', '2251', '4720', '1287', '294', '4642', '4270', '505', '361', '1739', '945', '4131', '2576', '3263', '1485', '145', '2652', '1619', '2377', '4245']"
31,2499,"[1306, 2280, 4382, 2975, 4171, 3391, 2251, 4720, 1287, 294]",10,"['357', '1306', '2280', '4382', '276', '45', '56', '2975', '2958', '4171', '3391', '2251', '4720', '1287', '294', '4642', '4270', '505', '361', '1739', '945', '4131', '2576', '3263', '1485', '145', '2652', '1619', '2377', '4245']"
31,6906,"[357, 1306, 4382, 276, 45, 56, 2975, 2958, 4171, 3391]",10,"['357', '1306', '2280', '4382', '276', '45', '56', '2975', '2958', '4171', '3391', '2251', '4720', '1287', '294', '4642', '4270', '505', '361', '1739', '945', '4131', '2576', '3263', '1485', '145', '2652', '1619', '2377', '4245']"
32,6906,"[3823, 740, 812, 2756, 983, 1646, 648, 437, 1755, 3732]",10,"['3823', '4783', '740', '812', '647', '2756', '983', '1646', '648', '437', '193', '1755', '3732', '9', '3676', '2949', '14', '4836', '2283', '2280', '2440', '3397', '1740', '784', '3102', '2274', '4270', '532', '807', '3198']"
32,3203,"[4783, 740, 647, 2756, 983, 1646, 648, 437, 193, 1755]",10,"['3823', '4783', '740', '812', '647', '2756', '983', '1646', '648', '437', '193', '1755', '3732', '9', '3676', '2949', '14', '4836', '2283', '2280', '2440', '3397', '1740', '784', '3102', '2274', '4270', '532', '807', '3198']"
32,5319,"[3823, 4783, 740, 812, 647, 2756, 983, 1646, 648, 437]",10,"['3823', '4783', '740', '812', '647', '2756', '983', '1646', '648', '437', '193', '1755', '3732', '9', '3676', '2949', '14', '4836', '2283', '2280', '2440', '3397', '1740', '784', '3102', '2274', '4270', '532', '807', '3198']"
33,6270,"[4096, 145, 2353, 4064, 1091, 4106, 4573, 266, 85, 4983]",10,"['240', '4096', '145', '4306', '2353', '4064', '255', '1091', '4106', '4573', '4512', '3958', '617', '266', '85', '4983', '3479', '1196', '203', '2548', '382', '953', '484', '3968', '4392', '1474', '804', '3519', '251', '2637']"
33,840,"[240, 4096, 145, 4306, 4106, 266, 85, 4983, 3479, 1196]",10,"['240', '4096', '145', '4306', '2353', '4064', '255', '1091', '4106', '4573', '4512', '3958', '617', '266', '85', '4983', '3479', '1196', '203', '2548', '382', '953', '484', '3968', '4392', '1474', '804', '3519', '251', '2637']"
33,2499,"[240, 4096, 4306, 4064, 4106, 4573, 4512, 266, 85, 4983]",10,"['240', '4096', '145', '4306', '2353', '4064', '255', '1091', '4106', '4573', '4512', '3958', '617', '266', '85', '4983', '3479', '1196', '203', '2548', '382', '953', '484', '3968', '4392', '1474', '804', '3519', '251', '2637']"
34,6270,"[1646, 3432, 2407, 1611, 200, 1774, 4342, 72, 127, 1229]",10,"['1646', '2549', '125', '532', '3335', '3432', '2407', '2139', '1611', '200', '1774', '4342', '72', '127', '1229', '3695', '3078', '3089', '1601', '4195', '1597', '2155', '708', '4561', '3282', '4283', '1129', '1522', '2462', '744']"
34,2499,"[1646, 2549, 125, 3335, 3432, 2139, 1611, 200, 4342, 72]",10,"['1646', '2549', '125', '532', '3335', '3432', '2407', '2139', '1611', '200', '1774', '4342', '72', '127', '1229', '3695', '3078', '3089', '1601', '4195', '1597', '2155', '708', '4561', '3282', '4283', '1129', '1522', '2462', '744']"
34,6906,"[1646, 2549, 532, 3335, 3432, 2139, 1611, 200, 1774, 4342]",10,"['1646', '2549', '125', '532', '3335', '3432', '2407', '2139', '1611', '200', '1774', '4342', '72', '127', '1229', '3695', '3078', '3089', '1601', '4195', '1597', '2155', '708', '4561', '3282', '4283', '1129', '1522', '2462', '744']"
35,6270,"[203, 3125, 3099, 3966, 516, 145, 1457, 1764, 3459, 4799]",10,"['203', '3125', '3335', '983', '3099', '193', '4836', '1472', '2031', '3966', '516', '145', '3676', '323', '1457', '1764', '2756', '3459', '4799', '2988', '554', '4392', '4560', '2610', '1505', '873', '191', '2318', '2848', '484']"
35,840,"[203, 3125, 983, 193, 4836, 2031, 3966, 516, 145, 1457]",10,"['203', '3125', '3335', '983', '3099', '193', '4836', '1472', '2031', '3966', '516', '145', '3676', '323', '1457', '1764', '2756', '3459', '4799', '2988', '554', '4392', '4560', '2610', '1505', '873', '191', '2318', '2848', '484']"
35,2499,"[3125, 3335, 983, 3099, 193, 4836, 3966, 516, 323, 1457]",10,"['203', '3125', '3335', '983', '3099', '193', '4836', '1472', '2031', '3966', '516', '145', '3676', '323', '1457', '1764', '2756', '3459', '4799', '2988', '554', '4392', '4560', '2610', '1505', '873', '191', '2318', '2848', '484']"
36,6270,"[1646, 1406, 266, 3314, 4585, 3459, 1684, 50, 4069, 2138]",10,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
36,2499,"[4446, 647, 1646, 1406, 266, 4642, 4585, 50, 4069, 72]",10,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
36,6906,"[4446, 1646, 1406, 266, 2599, 3314, 4642, 4585, 3459, 50]",10,"['4446', '647', '1646', '1406', '266', '2599', '3314', '4642', '4585', '3459', '1684', '50', '4069', '3519', '2138', '72', '2481', '4940', '3372', '1475', '2295', '2243', '505', '692', '3424', '4245', '882', '3483', '2769', '2924']"
37,332,"[0, 4446, 4783, 740, 4091, 4177, 3300, 647, 1653, 357]",10,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
37,1168,"[0, 4446, 4783, 740, 4091, 4177, 3300, 647, 1653, 357]",10,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
37,4253,"[0, 4446, 4783, 740, 4091, 4177, 3300, 647, 1653, 357]",10,"['0', '4446', '4783', '740', '4091', '4177', '3300', '647', '1653', '357', '1984', '2756', '983', '3813', '1646', '4026', '1197', '685', '767', '297', '2218', '786', '648', '1690', '4945', '437', '4782', '2848', '679', '1357']"
38,6270,"[740, 297, 484, 1446, 1519, 1406, 2155, 4683, 772, 1142]",10,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
38,2499,"[740, 866, 297, 1446, 1519, 1406, 181, 2280, 586, 2155]",10,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
38,6906,"[740, 866, 297, 484, 1205, 1446, 1519, 1406, 181, 586]",10,"['740', '866', '297', '484', '1205', '1446', '1519', '1406', '181', '2280', '586', '2155', '532', '4683', '772', '2833', '1142', '1254', '1651', '2301', '2697', '4904', '112', '186', '1921', '4757', '1673', '3237', '209', '382']"
39,5006,"[4642, 2274, 4470, 3355, 827, 403, 2200, 1630, 3834, 3564]",10,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
39,800,"[4642, 2274, 4470, 3355, 4053, 193, 827, 403, 1611, 2200]",10,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
39,3184,"[2274, 4470, 3355, 4053, 193, 827, 403, 1611, 2200, 1630]",10,"['4642', '2274', '4470', '3355', '4091', '4053', '193', '827', '403', '1611', '2200', '1630', '3834', '4270', '217', '3564', '532', '1646', '3573', '3352', '1755', '145', '1196', '1970', '2160', '1337', '855', '3907', '1014', '2540']"
40,6270,"[648, 2274, 2200, 268, 72, 239, 4245, 361, 2970, 2973]",10,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
40,840,"[1984, 125, 2274, 2200, 72, 239, 4642, 4245, 361, 109]",10,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
40,5010,"[1984, 648, 125, 2274, 532, 268, 4940, 239, 4642, 3164]",10,"['1984', '648', '125', '2274', '532', '2200', '268', '72', '4940', '239', '4642', '3164', '4245', '361', '109', '2970', '3476', '2973', '882', '3424', '4203', '284', '2136', '3305', '4960', '3262', '3888', '983', '3189', '2610']"
41,7655,"[3823, 740, 4091, 647, 983, 3813, 4026, 4814, 866, 1089]",10,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
41,3184,"[3823, 4783, 740, 647, 3813, 4026, 4814, 866, 1089, 648]",10,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
41,332,"[3823, 4783, 740, 4091, 647, 983, 3813, 4026, 4814, 866]",10,"['3823', '4783', '740', '4091', '647', '983', '3813', '4026', '4814', '866', '1089', '648', '4945', '4', '193', '4493', '3175', '3732', '3704', '484', '4918', '4432', '708', '125', '238', '3165', '1602', '2949', '946', '1711']"
42,840,"[708, 361, 882, 2086, 2120, 516, 3144, 251, 1653, 4717]",10,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
42,6906,"[361, 882, 2086, 2120, 516, 3144, 251, 1653, 648, 4717]",10,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
42,5006,"[708, 882, 2120, 516, 3144, 1653, 648, 4717, 239, 145]",10,"['708', '361', '882', '2086', '2120', '516', '3144', '251', '1653', '648', '4717', '239', '145', '4091', '3713', '1599', '617', '2831', '2139', '3102', '1835', '4098', '3424', '1398', '2610', '30', '577', '258', '4096', '2694']"
43,2683,"[4446, 4783, 740, 2, 647, 983, 4814, 1197, 786, 648]",10,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
43,800,"[4446, 4783, 2, 647, 983, 4814, 1197, 786, 648, 4945]",10,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
43,63,"[4446, 4783, 740, 2, 647, 983, 1646, 4814, 1197, 786]",10,"['4446', '4783', '740', '2', '647', '983', '1646', '4814', '1197', '786', '648', '4945', '437', '2549', '2848', '1601', '4894', '193', '3175', '3732', '4372', '1288', '2820', '3174', '1605', '3201', '4045', '3810', '3990', '4955']"
44,840,"[708, 2024, 2702, 1522, 416, 3271, 4207, 2970, 361, 193]",10,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
44,2499,"[2024, 4561, 2702, 1522, 1611, 2056, 416, 3271, 2033, 2970]",10,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
44,5319,"[708, 2024, 648, 4561, 2702, 1522, 1611, 89, 3012, 2056]",10,"['708', '2024', '648', '4561', '2702', '1522', '1611', '89', '3012', '2056', '416', '998', '3271', '2033', '4207', '2970', '361', '193', '36', '1516', '3576', '3018', '930', '4106', '3063', '3330', '294', '2', '112', '2155']"
45,6270,"[297, 4270, 361, 1918, 4106, 3652, 1171, 3459, 112, 2179]",10,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
45,840,"[4783, 297, 4270, 2639, 361, 1918, 4106, 1171, 112, 882]",10,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
45,2499,"[4783, 297, 4270, 2639, 361, 1918, 4106, 1171, 112, 882]",10,"['4783', '297', '4270', '2639', '361', '1918', '4106', '3652', '1171', '3459', '112', '882', '2179', '2958', '1371', '3372', '809', '4847', '2784', '4284', '198', '126', '3230', '3497', '157', '772', '2274', '2848', '3189', '647']"
46,7655,"[532, 98, 2970, 4373, 1152, 648, 193, 2119, 4908, 2821]",10,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
46,332,"[532, 2970, 4373, 1152, 648, 193, 2375, 2119, 4908, 2821]",10,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
46,6335,"[532, 98, 2970, 4373, 1152, 648, 193, 2375, 2119, 4908]",10,"['532', '98', '2970', '4373', '1152', '648', '193', '2375', '2119', '4908', '2821', '2508', '2368', '3335', '1085', '505', '4804', '1711', '343', '3026', '3654', '3923', '1379', '186', '177', '284', '3237', '2562', '45', '2056']"
47,5010,"[647, 2756, 1646, 866, 2549, 2220, 4894, 2280, 586, 1740]",10,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
47,5006,"[647, 1252, 2756, 1646, 866, 2549, 2220, 4894, 2280, 586]",10,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
47,3203,"[647, 1252, 2756, 1646, 2549, 2220, 4894, 2280, 586, 1740]",10,"['647', '1252', '2756', '1646', '866', '2549', '2220', '4894', '2280', '586', '1740', '3102', '3189', '2274', '4245', '1455', '532', '4533', '266', '4143', '2957', '2356', '4005', '2773', '505', '2468', '3459', '186', '3080', '72']"
48,6270,"[960, 3083, 4270, 3652, 3939, 3063, 1198, 3501, 416, 4082]",10,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
48,840,"[505, 4270, 3939, 882, 3063, 1822, 1198, 3501, 416, 3319]",10,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
48,2499,"[3083, 505, 4270, 3939, 882, 3063, 1822, 1198, 3501, 416]",10,"['960', '3083', '505', '4270', '3652', '3939', '882', '3063', '1822', '1198', '2958', '3501', '416', '3319', '4082', '4349', '4035', '3189', '4382', '2988', '4836', '3885', '609', '4675', '3425', '361', '483', '3459', '2280', '1948']"
49,840,"[3078, 3102, 72, 4475, 953, 1023, 1715, 4970, 109, 1084]",10,"['1601', '3078', '3102', '72', '4475', '953', '1023', '1715', '4940', '98', '4970', '109', '1084', '1650', '3115', '1055', '4590', '2280', '505', '2340', '3823', '532', '1984', '2251', '4215', '1012', '294', '789', '4005', '4570']"
49,2499,"[1601, 3078, 3102, 72, 4475, 953, 1023, 1715, 4940, 109]",10,"['1601', '3078', '3102', '72', '4475', '953', '1023', '1715', '4940', '98', '4970', '109', '1084', '1650', '3115', '1055', '4590', '2280', '505', '2340', '3823', '532', '1984', '2251', '4215', '1012', '294', '789', '4005', '4570']"
