user,hist,target,item list
700,284,"[629.145, 64.35, 16.83, 8.0, 36.0, 52.0, 14.85]","[794, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
701,297,"[705.8, 55.0, 14.85, 42.0, 43.56, 46.0, 24.75]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
702,4814,"[1256.6, 127.0, 40.589999999999996, 55.0, 81.0, 198.0, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
703,4091,"[681.021, 45.54, 64.35, 60.39, 101.0, 63.0, 16.83]","[413, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
704,193,"[812.295, 93.0, 26.73, 44.0, 102.96, 111.0, 4.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
705,2,"[2991.582, 338.58, 273.0, 290.0, 159.39, 297.99, 54.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
706,983,"[2686.1670000000004, 227.7, 1089.99, 56.43, 89.1, 139.0, 106.92]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
708,2274,"[493.515, 23.0, 234.0, 6.0, 5.9399999999999995, 39.6, 20.79]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
709,4131,"[482.92199999999997, 43.56, 40.0, 85.14, 30.0, 38.61, 17.0]","[569, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
710,1646,"[522.4, 18.81, 324.71999999999997, 4.0, 5.0, 37.0, 34.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
711,4446,"[408.5, 19.8, 59.4, 52.0, 88.0, 14.0, 8.0]","[4091, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
712,4814,"[949.2, 95.03999999999999, 73.26, 46.0, 50.0, 87.12, 26.0]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
713,2274,"[512.2, 28.71, 149.0, 31.68, 26.0, 51.48, 15.84]","[3914, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
714,362,"[4003.2000000000003, 296.01, 1256.0, 78.0, 110.88, 475.2, 180.18]","[4858, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
715,4450,"[1201.563, 106.0, 162.35999999999999, 74.0, 147.51, 118.8, 23.759999999999998]","[617, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
716,740,"[878.0, 54.0, 229.0, 35.64, 54.45, 61.0, 36.63]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
717,284,"[436.09499999999997, 53.46, 18.81, 38.61, 44.0, 83.0, 1.98]","[4270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
718,2,"[2825.2, 341.55, 144.0, 287.1, 163.0, 307.0, 43.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
719,740,"[604.395, 9.0, 239.0, 37.0, 22.0, 6.0, 41.58]","[4783, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
720,193,"[1868.1999999999998, 233.0, 29.7, 109.0, 144.0, 293.0, 16.0]","[3271, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
721,983,"[639.2429999999999, 78.21, 50.0, 28.71, 26.73, 49.0, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
722,2549,"[626.5, 38.61, 343.53, 133.65, 10.89, 11.879999999999999, 32.67]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
723,2274,"[406.5, 14.0, 152.0, 10.0, 5.9399999999999995, 27.0, 18.0]","[3164, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
724,647,"[3781.107, 516.0, 320.76, 39.0, 153.45, 224.0, 56.43]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
725,150,"[1059.597, 126.72, 90.09, 410.85, 36.0, 62.0, 23.0]","[1270, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
726,986,"[680.0, 41.0, 22.77, 57.42, 48.51, 54.0, 28.0]","[1588, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
727,740,"[669.636, 29.7, 275.0, 29.0, 26.73, 44.0, 37.0]","[1343, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
728,4945,"[1320.462, 81.17999999999999, 65.0, 84.0, 106.0, 83.16, 49.5]","[1667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
729,1921,"[1218.393, 27.72, 250.0, 102.0, 77.0, 46.53, 82.0]","[1681, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
730,2256,"[1146.42, 129.69, 102.96, 101.0, 70.29, 129.0, 22.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
731,193,"[1298.2, 140.58, 10.0, 66.0, 202.0, 132.0, 2.0]","[193, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
732,708,"[498.9, 18.0, 28.71, 6.93, 54.0, 13.86, 24.75]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
733,647,"[3884.4629999999997, 521.0, 322.74, 50.49, 172.26, 226.0, 59.4]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
734,4091,"[774.873, 37.62, 320.0, 179.19, 95.0, 17.82, 31.0]","[2549, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
735,125,"[2487.078, 188.1, 1075.14, 51.48, 101.0, 161.37, 105.92999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
736,4446,"[765.8639999999999, 39.6, 104.94, 59.0, 162.0, 38.61, 16.0]","[1089, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
737,4814,"[865.6, 74.0, 52.47, 40.0, 50.0, 80.19, 28.0]","[1667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
738,4280,"[507.67199999999997, 32.0, 18.81, 29.7, 23.0, 57.0, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
739,2949,"[1034.451, 102.0, 99.0, 37.62, 61.38, 194.0, 27.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
740,2549,"[652.3109999999999, 30.0, 337.59, 174.0, 45.0, 8.91, 34.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
741,4270,"[592.515, 49.5, 82.0, 37.0, 23.759999999999998, 71.0, 18.81]","[4406, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
742,1646,"[464.508, 19.0, 281.16, 4.0, 5.0, 36.63, 28.71]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
743,647,"[3624.093, 489.06, 321.75, 29.7, 156.0, 177.21, 54.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
744,3319,"[715.176, 54.45, 105.92999999999999, 26.73, 73.26, 54.45, 19.0]","[1143, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
745,2549,"[778.7, 33.0, 302.94, 173.25, 36.0, 11.0, 45.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 3300]"
746,647,"[3891.195, 517.0, 333.0, 41.58, 224.73, 181.17, 54.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
747,145,"[529.9, 30.69, 21.0, 13.0, 55.0, 50.0, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
748,4955,"[768.0, 47.519999999999996, 76.23, 69.3, 41.0, 64.35, 31.0]","[1984, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
749,647,"[3440.7, 472.23, 321.0, 26.73, 139.59, 148.0, 47.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
750,2549,"[681.219, 17.82, 432.63, 133.65, 11.0, 3.96, 40.589999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
751,2,"[3120.2, 369.27, 145.0, 292.05, 223.0, 325.0, 43.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
752,4814,"[619.839, 71.0, 42.0, 28.0, 29.0, 91.08, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
753,125,"[2456.487, 192.06, 1092.96, 46.53, 94.0, 139.0, 102.96]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
754,708,"[620.4, 42.0, 142.56, 19.0, 19.0, 52.0, 27.72]","[255, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
755,4091,"[735.5999999999999, 46.53, 55.0, 123.75, 126.72, 34.0, 13.86]","[1443, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
756,4926,"[775.764, 61.0, 24.75, 39.0, 53.46, 52.47, 25.0]","[474, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
757,983,"[1529.6999999999998, 194.04, 19.8, 34.0, 150.0, 138.0, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
758,3103,"[767.844, 41.0, 36.63, 31.68, 26.0, 83.0, 40.0]","[189, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
760,1197,"[2386.8, 184.0, 1169.19, 67.0, 59.0, 357.0, 110.0]","[4573, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
761,484,"[625.7, 67.32, 41.0, 23.0, 71.28, 69.3, 7.0]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
762,740,"[536.283, 9.9, 225.0, 38.0, 21.0, 8.0, 37.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
763,437,"[1612.4, 154.0, 152.46, 94.0, 168.3, 213.84, 29.0]","[617, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
764,4382,"[1539.3, 203.0, 19.8, 39.0, 122.76, 284.0, 5.0]","[4128, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
765,708,"[899.3159999999999, 34.0, 67.0, 48.0, 62.37, 21.78, 48.51]","[3424, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
766,4752,"[756.5, 58.0, 97.02, 41.58, 35.64, 62.0, 26.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
767,145,"[571.5999999999999, 44.55, 28.71, 16.0, 55.0, 74.25, 15.84]","[1535, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
768,193,"[738.0, 77.0, 13.0, 62.37, 110.88, 67.32, 3.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
769,4642,"[1548.36, 156.42, 8.0, 63.36, 112.0, 304.92, 35.64]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
770,1984,"[1350.063, 63.36, 114.84, 109.89, 91.0, 77.0, 65.34]","[3424, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
771,4814,"[588.555, 56.0, 49.0, 51.48, 32.67, 46.53, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
772,4683,"[448.76699999999994, 37.0, 16.83, 19.0, 24.75, 73.0, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
773,297,"[622.4129999999999, 47.0, 22.0, 68.0, 40.0, 42.57, 23.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
774,297,"[871.6999999999999, 69.3, 110.0, 41.58, 44.55, 82.17, 31.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
775,4270,"[1151.865, 141.0, 13.0, 81.17999999999999, 149.0, 134.64, 2.0]","[360, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
776,3732,"[1150.4789999999998, 139.59, 4.0, 17.0, 129.69, 119.78999999999999, 2.9699999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
777,357,"[483.70000000000005, 52.0, 6.93, 28.0, 62.37, 68.31, 3.0]","[1088, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
778,4270,"[553.0, 44.0, 139.59, 42.57, 26.0, 71.0, 18.81]","[2756, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
779,4929,"[461.5, 35.64, 30.69, 81.17999999999999, 77.22, 51.0, 5.9399999999999995]","[2155, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
780,647,"[4338.774, 599.0, 387.09, 117.0, 202.0, 257.4, 57.42]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
781,4932,"[368.9, 26.73, 98.01, 8.0, 9.0, 24.75, 15.84]","[1842, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
782,484,"[387.0, 34.65, 20.79, 15.84, 50.49, 37.62, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
783,297,"[690.6999999999999, 47.519999999999996, 39.0, 62.37, 45.54, 43.56, 26.73]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
785,2274,"[549.3, 23.759999999999998, 150.0, 12.0, 18.0, 49.0, 22.77]","[268, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
786,647,"[3588.75, 493.02, 395.0, 30.0, 142.0, 185.13, 52.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
787,3695,"[794.871, 68.31, 19.0, 17.0, 101.0, 55.44, 14.85]","[2872, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
788,3102,"[954.2610000000001, 113.0, 22.0, 101.0, 92.0, 133.0, 6.93]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
789,2274,"[714.4, 38.61, 157.0, 31.0, 22.0, 19.0, 29.0]","[266, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
790,4642,"[987.1, 90.09, 62.37, 60.39, 87.12, 164.34, 23.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
791,193,"[800.6, 93.06, 10.0, 37.62, 103.95, 112.86, 0.99]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
792,284,"[443.0, 56.0, 32.0, 19.0, 29.0, 83.0, 3.96]","[882, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
793,2281,"[325.0, 21.0, 23.759999999999998, 10.0, 12.87, 21.0, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
794,740,"[2619.7, 163.0, 1308.0, 50.0, 78.21, 99.0, 134.0]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
795,4446,"[688.842, 11.0, 39.6, 25.74, 81.17999999999999, 8.0, 37.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
796,2848,"[796.6, 73.0, 225.72, 81.0, 58.0, 149.0, 21.78]","[4695, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
797,2274,"[501.33599999999996, 13.86, 160.0, 55.0, 57.42, 18.0, 16.83]","[2155, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
798,125,"[2593.5029999999997, 161.37, 1294.92, 49.5, 79.0, 99.0, 132.66]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
799,1604,"[1134.8, 105.92999999999999, 52.47, 86.13, 99.99, 195.03, 25.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
800,2549,"[707.8, 41.58, 320.0, 144.0, 34.0, 11.879999999999999, 37.62]","[4960, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
801,4352,"[1346.9, 117.0, 410.85, 35.0, 29.0, 175.0, 51.0]","[1943, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
802,4814,"[675.0, 59.4, 44.55, 72.0, 38.61, 66.0, 21.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
803,4894,"[862.1999999999999, 95.0, 101.97, 33.66, 88.0, 72.27, 9.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
804,2949,"[579.9419999999999, 41.58, 113.0, 24.75, 47.519999999999996, 63.0, 19.8]","[24, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
805,3767,"[1423.1999999999998, 44.55, 71.28, 15.0, 152.0, 40.589999999999996, 12.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
806,2949,"[614.0999999999999, 58.41, 97.02, 26.0, 41.0, 108.9, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
807,4722,"[334.62, 21.0, 44.0, 76.23, 24.0, 16.0, 13.86]","[2086, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
808,171,"[2829.024, 107.0, 945.45, 39.6, 140.0, 103.95, 171.27]","[3835, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
809,2549,"[578.754, 34.0, 299.96999999999997, 145.0, 23.759999999999998, 24.75, 29.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
810,361,"[374.814, 43.0, 30.0, 18.81, 38.61, 50.0, 2.9699999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
811,2274,"[954.162, 95.0, 287.0, 28.71, 2.9699999999999998, 73.26, 26.73]","[1304, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
812,3300,"[800.613, 64.35, 55.0, 58.41, 71.0, 83.0, 21.78]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
813,4005,"[456.786, 23.759999999999998, 87.0, 20.79, 24.75, 39.6, 23.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
814,4642,"[1376.0, 107.91, 239.0, 78.0, 72.0, 203.94, 51.0]","[3571, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
815,2639,"[466.389, 44.0, 14.85, 49.0, 42.57, 73.0, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
816,125,"[2282.6, 159.0, 1098.0, 32.0, 83.0, 94.05, 107.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
818,3165,"[1500.8, 186.12, 140.58, 44.55, 56.0, 268.29, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
819,708,"[734.5, 45.0, 247.0, 14.85, 16.0, 79.2, 37.0]","[945, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
820,2280,"[1128.996, 80.19, 189.0, 73.0, 78.0, 121.77, 44.0]","[285, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
821,1787,"[522.5, 49.0, 13.0, 26.0, 55.0, 67.32, 9.0]","[4625, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
822,2342,"[405.1, 19.8, 74.25, 11.879999999999999, 17.82, 35.64, 19.8]","[3397, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
823,193,"[1527.57, 78.0, 734.0, 44.0, 143.55, 71.0, 71.0]","[2203, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
824,4446,"[395.90000000000003, 32.67, 41.58, 19.8, 59.4, 51.0, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
825,266,"[845.3610000000001, 59.4, 144.0, 38.61, 32.67, 60.0, 36.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
826,1690,"[1255.8, 109.0, 30.0, 104.94, 118.8, 173.25, 31.68]","[4642, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
827,4814,"[498.564, 48.51, 38.61, 26.73, 32.67, 44.0, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
828,88,"[752.7959999999999, 63.0, 45.0, 14.85, 53.0, 39.0, 24.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
829,4396,"[555.0, 9.9, 266.31, 94.05, 33.66, 3.0, 35.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
830,953,"[1234.9260000000002, 138.6, 183.15, 49.0, 89.1, 110.0, 20.79]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
831,953,"[547.173, 44.55, 60.0, 41.0, 88.11, 36.0, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
832,2377,"[212.75099999999998, 16.0, 19.8, 14.0, 36.63, 25.0, 2.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
833,2274,"[747.2520000000001, 44.55, 176.0, 20.0, 87.0, 35.64, 18.0]","[953, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
834,4918,"[659.241, 51.0, 97.02, 20.79, 117.81, 74.0, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
836,647,"[3765.861, 500.94, 334.62, 37.0, 187.0, 191.07, 54.45]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
837,4301,"[1025.7389999999998, 74.25, 49.5, 24.75, 59.0, 78.21, 37.62]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
838,2988,"[1164.636, 56.0, 71.0, 96.0, 194.04, 79.0, 35.0]","[4194, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
839,1709,"[642.6, 38.61, 18.0, 84.15, 91.0, 23.759999999999998, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
840,617,"[1197.1, 111.87, 150.0, 75.0, 141.57, 117.81, 20.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
841,2274,"[466.488, 0.0, 275.21999999999997, 0.0, 0.0, 0.0, 24.0]","[2274, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
842,4642,"[872.8, 87.12, 5.0, 35.64, 69.0, 172.0, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
843,4642,"[993.5, 96.0, 75.0, 36.0, 60.0, 181.0, 26.73]","[1684, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
844,1690,"[940.8960000000001, 70.29, 69.3, 81.17999999999999, 107.91, 85.0, 27.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
845,2256,"[1301.157, 135.63, 79.0, 133.0, 88.11, 117.81, 30.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
846,4091,"[2466.288, 172.26, 1093.95, 77.22, 150.0, 107.0, 104.0]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
847,989,"[534.006, 35.0, 63.0, 29.7, 88.11, 57.0, 11.0]","[1740, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
848,2274,"[729.6, 20.0, 151.0, 41.0, 110.0, 18.0, 23.0]","[1683, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
849,125,"[2266.803, 159.0, 1093.95, 40.589999999999996, 71.28, 96.0, 108.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
850,3510,"[596.6, 17.0, 154.44, 9.0, 23.759999999999998, 8.91, 29.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
851,647,"[3451.8329999999996, 480.15, 338.0, 46.53, 142.56, 159.0, 46.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
852,361,"[559.9, 39.6, 21.0, 15.0, 31.0, 45.54, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
853,2988,"[467.2, 36.63, 36.0, 9.0, 90.0, 58.41, 4.0]","[3335, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
854,2,"[2929.509, 346.5, 149.49, 296.0, 167.31, 303.93, 50.49]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
855,3201,"[593.6, 10.0, 6.0, 25.74, 164.34, 6.93, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
856,2470,"[866.6, 53.0, 186.12, 69.3, 40.589999999999996, 78.21, 39.0]","[1984, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
857,3823,"[350.955, 25.0, 42.0, 53.46, 52.47, 36.63, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
858,3080,"[977.7, 41.58, 60.0, 61.0, 76.0, 49.5, 48.0]","[3424, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
859,4128,"[1175.5, 161.37, 14.85, 26.73, 71.28, 235.0, 2.9699999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
860,647,"[4736.16, 662.0, 369.27, 68.31, 194.0, 412.0, 60.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
861,1711,"[729.3000000000001, 32.67, 164.34, 116.82, 106.92, 36.0, 27.0]","[2743, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
862,1128,"[641.124, 66.33, 49.5, 82.17, 18.81, 27.72, 18.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
863,3446,"[784.278, 61.38, 20.0, 78.0, 104.94, 104.94, 16.0]","[1391, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
864,4926,"[598.7, 59.4, 26.73, 25.0, 45.0, 46.53, 11.0]","[88, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
865,4783,"[772.2, 38.0, 80.0, 88.0, 44.55, 60.39, 35.64]","[1984, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
866,647,"[3406.4, 477.0, 323.0, 23.759999999999998, 138.0, 146.52, 43.56]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
867,2274,"[344.9, 0.0, 192.0, 31.68, 7.92, 0.0, 19.0]","[3183, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
868,345,"[659.8, 53.46, 99.0, 54.45, 35.64, 98.0, 20.79]","[3535, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
869,4177,"[643.3, 43.56, 50.0, 36.63, 60.39, 69.0, 23.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
870,4894,"[530.2, 53.0, 114.84, 20.79, 43.56, 72.0, 9.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
871,648,"[653.0, 62.37, 72.27, 22.77, 53.46, 74.0, 13.86]","[98, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
872,679,"[313.236, 26.0, 8.0, 10.0, 17.0, 21.0, 9.9]","[3497, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
